,timestamp,open,high,low,close,volume
205,1672896600000,16843.13,16847.94,16837.5,16844.12,2240.66987
206,1672898400000,16844.12,16845.8,16822.43,16825.77,2440.35532
207,1672900200000,16825.77,16828.05,16812.56,16817.13,3131.78662
208,1672902000000,16817.34,16821.14,16789.87,16797.48,3829.06903
209,1672903800000,16797.48,16824.4,16795.39,16823.64,2917.07221
210,1672905600000,16823.05,16829.99,16811.9,16817.93,2898.51152
211,1672907400000,16817.77,16818.12,16792.85,16807.53,3548.98691
212,1672909200000,16807.74,16814.23,16787.64,16803.43,3179.60213
213,1672911000000,16802.97,16809.83,16780.75,16807.12,4603.01569
214,1672912800000,16807.22,16832.52,16803.49,16820.15,3562.68934
215,1672914600000,16820.52,16837.59,16820.15,16825.08,2794.10497
216,1672916400000,16825.36,16829.67,16814.71,16819.11,2517.69521
217,1672918200000,16819.11,16839.0,16817.01,16833.6,3191.61528
218,1672920000000,16833.6,16834.7,16816.68,16818.56,2854.87827
219,1672921800000,16819.0,16833.92,16818.5,16822.13,2532.30726
220,1672923600000,16822.13,16832.54,16801.04,16809.03,4466.60648
221,1672925400000,16809.03,16821.0,16777.86,16780.25,5443.26114
222,1672927200000,16780.79,16819.12,16753.0,16811.76,5922.36309
223,1672929000000,16812.18,16837.0,16762.55,16829.59,8076.76722
224,1672930800000,16830.28,16870.6,16823.1,16847.12,7669.36063
225,1672932600000,16847.12,16879.82,16841.1,16842.94,4997.69039
226,1672934400000,16842.94,16865.21,16829.05,16837.2,4603.16359
227,1672936200000,16837.19,16841.96,16823.22,16838.28,3925.65578
228,1672938000000,16837.96,16846.88,16820.0,16826.11,3345.7321
229,1672939800000,16826.11,16835.98,16811.82,16814.48,3293.72704
230,1672941600000,16814.18,16846.88,16800.5,16839.97,4306.22161
231,1672943400000,16839.97,16847.59,16832.84,16841.93,3413.78978
232,1672945200000,16841.94,16852.38,16833.52,16834.72,3241.18743
233,1672947000000,16834.72,16875.5,16826.67,16863.85,4027.98717
234,1672948800000,16864.29,16873.52,16846.63,16850.99,3186.64399
235,1672950600000,16850.99,16862.67,16849.83,16859.02,2792.69622
236,1672952400000,16859.02,16864.84,16836.01,16842.5,2992.03797
237,1672954200000,16842.81,16854.83,16834.17,16848.51,2708.47913
238,1672956000000,16848.51,16857.96,16846.7,16854.08,1680.20852
239,1672957800000,16854.08,16855.12,16832.34,16837.85,1885.85938
240,1672959600000,16838.09,16847.88,16818.91,16829.66,4273.49024
241,1672961400000,16829.66,16840.46,16823.05,16831.85,2559.90537
242,1672963200000,16831.85,16844.38,16825.85,16841.52,2519.05046
243,1672965000000,16841.92,16872.57,16841.49,16859.78,3761.93334
244,1672966800000,16859.44,16863.16,16848.74,16853.36,2360.38293
245,1672968600000,16853.36,16855.28,16820.18,16827.8,2485.31509
246,1672970400000,16827.45,16835.31,16802.01,16825.78,4356.38201
247,1672972200000,16825.78,16839.79,16821.02,16837.06,2644.29708
248,1672974000000,16836.65,16842.03,16826.46,16838.76,2534.94728
249,1672975800000,16838.73,16841.22,16831.76,16833.56,2234.25814
250,1672977600000,16833.56,16837.87,16808.16,16810.94,3270.35441
251,1672979400000,16811.21,16826.59,16805.31,16822.99,2966.04501
252,1672981200000,16823.24,16823.63,16810.0,16810.0,2616.04191
253,1672983000000,16810.17,16815.59,16792.12,16810.18,3614.39843
254,1672984800000,16809.74,16816.45,16796.08,16799.28,3147.22109
255,1672986600000,16799.29,16802.1,16779.96,16786.86,3382.0065
256,1672988400000,16786.6,16802.42,16780.15,16799.85,3459.84456
257,1672990200000,16799.49,16802.87,16787.9,16794.06,2303.60461
258,1672992000000,16794.33,16812.22,16791.47,16808.56,2910.47986
259,1672993800000,16808.54,16812.0,16799.24,16802.11,2564.65954
260,1672995600000,16802.11,16802.27,16762.5,16782.89,4070.53272
261,1672997400000,16782.89,16794.53,16768.02,16787.1,3511.45892
262,1672999200000,16787.1,16794.6,16782.01,16787.09,2793.57249
263,1673001000000,16787.09,16802.98,16760.0,16767.06,3474.60542
264,1673002800000,16767.15,16772.78,16709.88,16746.69,6801.5585
265,1673004600000,16746.93,16755.0,16727.63,16738.22,3849.69411
266,1673006400000,16738.74,16749.0,16719.09,16721.17,3683.05578
267,1673008200000,16721.17,16744.95,16717.66,16731.02,3511.23279
268,1673010000000,16730.65,16744.65,16684.83,16688.03,5607.33147
269,1673011800000,16688.62,16817.0,16679.0,16774.19,13197.07339
270,1673013600000,16774.19,16782.66,16744.27,16762.26,4580.17741
271,1673015400000,16762.26,16791.49,16720.0,16748.82,6780.92556
272,1673017200000,16748.82,16789.39,16748.26,16764.22,6328.81091
273,1673019000000,16763.79,16849.0,16762.43,16840.82,8896.30382
274,1673020800000,16840.1,16854.0,16805.04,16811.46,6664.40156
275,1673022600000,16811.46,16838.79,16808.58,16827.21,4747.38991
276,1673024400000,16827.21,16845.78,16813.53,16825.32,4772.9944
277,1673026200000,16825.32,16832.1,16811.63,16821.27,3307.33007
278,1673028000000,16821.58,16864.15,16821.12,16848.38,5854.55183
279,1673029800000,16848.38,16861.12,16841.25,16850.45,3281.09365
280,1673031600000,16850.64,16871.44,16845.0,16859.78,3944.71833
281,1673033400000,16859.77,16965.41,16859.31,16939.91,10199.2179
282,1673035200000,16940.41,17041.0,16938.08,16945.6,10366.27983
283,1673037000000,16945.27,16961.42,16886.21,16897.48,5586.74181
284,1673038800000,16897.96,16934.99,16889.27,16924.24,3631.45335
285,1673040600000,16924.24,16952.7,16916.31,16931.27,3786.52208
286,1673042400000,16931.27,16959.48,16930.68,16955.45,2571.60034
287,1673044200000,16955.45,16967.41,16938.78,16958.35,2663.34976
288,1673046000000,16958.35,16980.0,16944.02,16967.81,3191.19229
289,1673047800000,16968.04,16969.99,16942.1,16950.65,2614.8915
290,1673049600000,16950.31,16957.63,16930.46,16946.54,2906.61307
291,1673051400000,16946.31,16979.38,16945.45,16978.18,2560.67375
292,1673053200000,16978.15,16981.91,16944.15,16951.9,2366.42632
293,1673055000000,16952.13,16969.91,16947.65,16950.02,1901.23938
294,1673056800000,16950.02,16956.11,16944.0,16944.14,2197.25604
295,1673058600000,16944.44,16950.89,16936.26,16944.24,1994.10583
296,1673060400000,16943.93,16957.86,16936.58,16954.59,2120.96223
297,1673062200000,16954.36,16958.06,16942.39,16952.46,1895.7277
298,1673064000000,16952.73,16954.45,16944.37,16945.16,1793.39474
299,1673065800000,16945.36,16946.61,16936.04,16938.27,1984.61777
300,1673067600000,16937.85,16942.06,16935.17,16939.11,1846.88108
301,1673069400000,16939.44,16939.45,16932.37,16934.28,1850.96749
302,1673071200000,16934.02,16934.74,16922.14,16929.97,2463.43299
303,1673073000000,16929.66,16936.89,16928.87,16933.29,1749.05778
304,1673074800000,16933.56,16947.77,16931.94,16942.69,2110.84781
305,1673076600000,16942.51,16948.78,16942.51,16948.09,1681.23217
306,1673078400000,16948.18,16954.95,16926.99,16929.12,2638.29375
307,1673080200000,16929.12,16940.88,16927.84,16929.76,2279.18322
308,1673082000000,16929.58,16932.29,16925.15,16929.34,2354.47662
309,1673083800000,16929.34,16933.95,16921.44,16928.51,1988.62214
310,1673085600000,16928.78,16930.56,16918.81,16919.4,2168.42997
311,1673087400000,16919.39,16924.46,16912.18,16922.51,2562.63818
312,1673089200000,16922.51,16924.8,16908.07,16923.38,2694.90973
313,1673091000000,16922.99,16925.9,16917.8,16918.3,2250.16904
314,1673092800000,16918.3,16919.08,16908.0,16915.28,3222.49979
315,1673094600000,16915.28,16920.07,16909.89,16916.14,2343.09918
316,1673096400000,16916.14,16930.87,16914.69,16930.52,2574.91403
317,1673098200000,16930.52,16936.58,16914.14,16919.34,2928.2194
318,1673100000000,16919.34,16927.4,16908.6,16925.46,2821.22923
319,1673101800000,16925.71,16947.7,16925.08,16937.92,2914.14699
320,1673103600000,16937.63,16947.64,16934.35,16942.85,2057.9259
321,1673105400000,16942.85,16943.76,16936.35,16940.42,1788.06024
322,1673107200000,16940.6,16940.61,16924.02,16924.56,2413.22698
323,1673109000000,16924.56,16926.76,16916.0,16922.79,2711.74328
324,1673110800000,16922.79,16928.3,16918.85,16925.1,2060.65713
325,1673112600000,16925.1,16935.87,16925.1,16928.85,2045.57967
326,1673114400000,16928.85,16937.28,16928.22,16936.42,1628.14409
327,1673116200000,16936.42,16940.0,16932.35,16938.12,1713.96831
328,1673118000000,16938.12,16944.6,16935.67,16937.82,1556.28727
329,1673119800000,16937.82,16946.13,16935.23,16944.05,1944.39309
330,1673121600000,16944.05,16951.92,16939.75,16943.32,2034.8385
331,1673123400000,16943.32,16947.99,16937.04,16945.77,2272.94881
332,1673125200000,16945.44,16948.0,16937.0,16937.66,1500.97622
333,1673127000000,16937.66,16950.25,16937.0,16939.31,2424.0015
334,1673128800000,16939.06,16941.6,16929.46,16936.89,1939.12704
335,1673130600000,16936.89,16941.69,16932.17,16936.31,1666.65975
336,1673132400000,16936.31,16947.89,16931.05,16940.26,2175.03054
337,1673134200000,16940.26,16948.04,16939.26,16943.57,1428.73306
338,1673136000000,16943.83,16955.0,16937.76,16938.47,2248.55531
339,1673137800000,16938.47,16941.82,16911.0,16926.66,3868.46935
340,1673139600000,16926.66,16936.0,16915.25,16933.12,2083.15233
341,1673141400000,16933.12,16934.74,16915.43,16929.82,2309.76694
342,1673143200000,16929.82,16934.0,16923.79,16925.91,1695.92187
343,1673145000000,16925.91,16931.86,16919.07,16931.18,1693.4273
344,1673146800000,16931.46,16932.46,16926.17,16931.75,1922.41404
345,1673148600000,16931.75,16944.62,16928.02,16944.02,2474.08957
346,1673150400000,16944.02,16944.99,16935.83,16936.94,1504.86816
347,1673152200000,16936.86,16939.42,16934.4,16934.75,1419.77224
348,1673154000000,16934.95,16942.44,16933.54,16939.32,1677.04208
349,1673155800000,16939.64,16944.21,16936.8,16943.73,1709.23801
350,1673157600000,16943.73,16944.68,16934.58,16935.1,1900.67943
351,1673159400000,16935.22,16951.97,16933.26,16950.92,2200.11065
352,1673161200000,16950.92,16952.03,16943.16,16950.96,1845.4266
353,1673163000000,16950.96,16957.12,16945.67,16953.77,2410.47352
354,1673164800000,16953.77,16956.01,16944.0,16947.14,2620.41848
355,1673166600000,16947.14,16950.0,16940.01,16946.07,2226.16218
356,1673168400000,16945.91,16956.04,16944.22,16954.39,2639.01244
357,1673170200000,16954.25,16967.67,16925.05,16935.6,4471.80879
358,1673172000000,16935.6,16939.75,16934.0,16935.77,2003.80755
359,1673173800000,16935.97,16940.0,16933.14,16936.41,1933.79581
360,1673175600000,16936.41,16941.89,16934.98,16937.28,1934.65035
361,1673177400000,16937.28,16954.0,16926.3,16927.42,2604.75469
362,1673179200000,16927.42,16932.51,16923.01,16926.71,2272.97903
363,1673181000000,16926.42,16930.5,16921.4,16923.75,1945.22324
364,1673182800000,16924.01,16938.49,16920.37,16932.96,2262.03027
365,1673184600000,16933.26,16935.85,16929.22,16933.03,1823.77846
366,1673186400000,16933.32,16940.99,16931.25,16940.37,2423.75383
367,1673188200000,16940.09,16954.3,16939.02,16952.44,3146.5325
368,1673190000000,16952.44,16959.0,16938.0,16950.27,2704.93925
369,1673191800000,16950.27,17019.79,16945.02,17000.43,6507.30173
370,1673193600000,17000.43,17022.08,16925.67,16932.62,6485.44372
371,1673195400000,16932.89,16950.0,16916.1,16936.87,4132.88497
372,1673197200000,16936.87,16952.03,16923.53,16942.09,2750.52276
373,1673199000000,16942.29,16943.7,16920.3,16928.5,2584.52344
374,1673200800000,16928.89,16934.7,16919.94,16931.01,2002.52708
375,1673202600000,16930.78,16936.49,16922.0,16929.84,1899.68969
376,1673204400000,16930.03,16937.0,16923.84,16931.45,1728.67754
377,1673206200000,16931.45,16939.45,16926.7,16927.25,1973.39863
378,1673208000000,16927.25,16967.17,16924.41,16957.65,4730.95154
379,1673209800000,16957.65,16982.43,16953.34,16966.67,4016.86116
380,1673211600000,16966.95,16978.34,16961.45,16971.04,2746.11144
381,1673213400000,16971.04,16988.02,16945.5,16957.46,3275.78294
382,1673215200000,16957.28,16969.16,16952.67,16968.26,2187.6934
383,1673217000000,16968.4,16976.53,16958.83,16963.14,2406.10775
384,1673218800000,16963.27,17096.0,16962.95,17049.55,9129.77257
385,1673220600000,17049.55,17176.99,17033.78,17127.83,6620.59232
386,1673222400000,17127.83,17186.44,17104.94,17111.79,8948.23189
387,1673224200000,17111.5,17199.0,17104.66,17184.51,7715.26407
388,1673226000000,17185.28,17191.62,17145.52,17169.35,4609.31079
389,1673227800000,17169.35,17230.0,17148.58,17175.02,6634.05743
390,1673229600000,17175.02,17230.0,17161.7,17224.08,6773.16688
391,1673231400000,17224.08,17252.6,17185.0,17191.47,7891.66524
392,1673233200000,17191.47,17199.66,17176.72,17186.03,3935.62043
393,1673235000000,17186.03,17217.34,17180.11,17197.0,4291.84741
394,1673236800000,17197.0,17237.85,17194.32,17231.14,5169.1157
395,1673238600000,17230.95,17253.19,17219.4,17226.49,5838.02109
396,1673240400000,17227.11,17262.56,17219.04,17235.13,3777.36196
397,1673242200000,17235.12,17239.03,17200.6,17205.95,4881.43253
398,1673244000000,17205.95,17220.59,17191.67,17210.01,3664.18992
399,1673245800000,17209.58,17218.64,17180.0,17189.24,3342.4156
400,1673247600000,17189.25,17215.48,17183.92,17203.17,3594.06969
401,1673249400000,17203.17,17211.06,17191.52,17198.48,3279.74236
402,1673251200000,17198.01,17210.99,17186.95,17209.55,3855.25326
403,1673253000000,17209.44,17240.0,17188.83,17191.68,4873.99218
404,1673254800000,17191.68,17220.0,17189.53,17215.58,3480.85277
405,1673256600000,17215.59,17270.0,17214.76,17238.38,8207.81217
406,1673258400000,17238.38,17281.87,17235.59,17261.63,5152.40885
407,1673260200000,17261.63,17285.48,17251.5,17264.5,5212.41593
408,1673262000000,17264.1,17278.87,17254.49,17269.59,3926.51529
409,1673263800000,17269.38,17272.0,17236.21,17238.93,3758.94677
