,timestamp,open,high,low,close,volume
0,1672527600000,16520.28,16529.54,16487.74,16524.64,3065.44852
1,1672529400000,16524.65,16551.24,16520.44,16542.4,1907.98455
2,1672531200000,16541.77,16545.7,16517.72,16544.19,2275.16723
3,1672533000000,16544.19,16544.61,16508.39,16529.67,2089.66847
4,1672534800000,16529.59,16541.8,16525.78,16534.6,1638.93201
5,1672536600000,16534.02,16556.8,16530.62,16551.47,1951.13468
6,1672538400000,16551.47,16555.0,16539.57,16552.89,1707.51457
7,1672540200000,16552.89,16559.77,16538.14,16548.19,1611.32581
8,1672542000000,16548.19,16548.19,16518.21,16529.89,2812.80041
9,1672543800000,16529.89,16537.72,16526.74,16533.04,1429.28009
10,1672545600000,16533.04,16535.97,16516.49,16518.59,2251.36363
11,1672547400000,16518.31,16526.99,16511.92,16521.85,2033.64546
12,1672549200000,16522.22,16524.0,16512.3,16521.07,2048.58468
13,1672551000000,16521.42,16534.98,16514.79,16530.71,1668.7871
14,1672552800000,16530.71,16550.0,16528.81,16544.63,1925.38852
15,1672554600000,16545.02,16546.93,16538.41,16539.79,1419.51354
16,1672556400000,16539.79,16544.57,16499.01,16522.78,3289.55667
17,1672558200000,16522.28,16532.37,16504.17,16526.19,1895.40155
18,1672560000000,16525.7,16534.03,16513.24,16523.23,2146.40427
19,1672561800000,16522.83,16527.11,16508.45,16513.34,2125.51596
20,1672563600000,16513.33,16522.63,16505.2,16514.23,2003.4674
21,1672565400000,16514.64,16542.49,16514.22,16537.88,2097.28309
22,1672567200000,16538.32,16547.38,16533.42,16544.07,1980.54253
23,1672569000000,16543.69,16548.71,16533.79,16548.34,1823.22363
24,1672570800000,16547.98,16552.67,16540.2,16544.56,1829.20618
25,1672572600000,16544.56,16557.0,16542.14,16556.66,1910.32395
26,1672574400000,16556.66,16572.42,16548.58,16564.27,2563.28252
27,1672576200000,16564.06,16572.94,16555.0,16560.93,1587.20312
28,1672578000000,16561.29,16567.26,16541.27,16550.92,2187.89837
29,1672579800000,16550.92,16552.0,16539.05,16548.04,2191.78366
30,1672581600000,16547.61,16558.19,16545.34,16556.53,1631.70451
31,1672583400000,16556.15,16558.56,16540.85,16542.94,1663.28642
32,1672585200000,16542.94,16549.78,16533.68,16542.89,1767.6181
33,1672587000000,16543.28,16559.99,16542.0,16558.73,1453.31426
34,1672588800000,16558.73,16584.66,16558.0,16577.68,2912.49862
35,1672590600000,16578.16,16584.3,16559.56,16565.14,2049.63373
36,1672592400000,16565.13,16596.64,16562.51,16582.65,2857.1389
37,1672594200000,16582.65,16589.52,16572.11,16578.85,1857.26464
38,1672596000000,16579.25,16603.89,16578.85,16594.11,2395.69269
39,1672597800000,16593.68,16599.34,16586.2,16591.88,1750.67976
40,1672599600000,16591.35,16623.65,16591.34,16618.35,2649.0259
41,1672601400000,16617.84,16623.17,16592.76,16603.08,2060.71433
42,1672603200000,16603.53,16628.0,16600.55,16616.08,2308.09184
43,1672605000000,16616.08,16624.19,16601.04,16604.51,1880.96134
44,1672606800000,16604.51,16608.31,16592.63,16601.35,1928.25135
45,1672608600000,16601.8,16608.83,16596.99,16606.68,1728.52669
46,1672610400000,16607.02,16613.85,16586.24,16595.55,1885.45128
47,1672612200000,16595.55,16602.97,16592.24,16602.12,1804.74533
48,1672614000000,16602.39,16625.0,16600.8,16608.6,1878.22655
49,1672615800000,16608.0,16621.44,16602.61,16616.75,1968.3884
50,1672617600000,16617.17,16629.05,16587.82,16588.45,2310.22539
51,1672619400000,16588.45,16599.35,16581.25,16588.35,2016.84409
52,1672621200000,16587.97,16589.2,16548.7,16568.83,4351.23681
53,1672623000000,16568.34,16574.87,16563.04,16565.04,1440.61762
54,1672624800000,16565.03,16580.31,16555.0,16577.35,1794.73719
55,1672626600000,16577.27,16595.92,16575.0,16587.85,1355.67852
56,1672628400000,16587.99,16594.99,16581.8,16584.06,1340.81067
57,1672630200000,16583.83,16707.25,16583.22,16661.94,4853.32481
58,1672632000000,16662.38,16674.84,16633.54,16640.79,3062.04412
59,1672633800000,16640.79,16650.56,16629.29,16639.44,1921.35033
60,1672635600000,16639.74,16644.32,16619.44,16634.53,2010.67706
61,1672637400000,16634.53,16662.94,16622.91,16647.58,2966.10696
62,1672639200000,16648.37,16663.27,16647.38,16647.91,1576.13169
63,1672641000000,16648.24,16649.03,16635.93,16641.1,1634.48605
64,1672642800000,16641.1,16769.51,16637.44,16735.58,7823.76992
65,1672644600000,16735.87,16760.69,16716.0,16721.28,5032.31565
66,1672646400000,16721.27,16772.01,16707.52,16738.48,4368.52485
67,1672648200000,16738.93,16756.64,16724.85,16733.71,2712.28641
68,1672650000000,16733.71,16745.68,16720.0,16723.37,2819.67217
69,1672651800000,16723.77,16736.59,16710.54,16717.5,2779.53679
70,1672653600000,16717.5,16762.86,16708.68,16732.41,3808.08711
71,1672655400000,16732.41,16742.31,16722.15,16727.95,2084.48994
72,1672657200000,16727.72,16732.7,16716.52,16718.59,2118.78825
73,1672659000000,16718.56,16741.72,16704.07,16735.11,2576.55567
74,1672660800000,16735.51,16746.29,16730.04,16737.28,2183.32262
75,1672662600000,16737.28,16739.32,16719.3,16721.54,2078.68101
76,1672664400000,16721.96,16725.6,16712.6,16718.34,2133.01767
77,1672666200000,16718.34,16721.6,16685.0,16694.78,3465.27939
78,1672668000000,16695.12,16710.41,16689.99,16690.42,2552.49609
79,1672669800000,16690.42,16703.93,16669.15,16698.69,2907.85466
80,1672671600000,16698.69,16724.99,16692.01,16717.14,3146.58155
81,1672673400000,16716.73,16750.0,16715.89,16734.66,3279.98192
82,1672675200000,16734.66,16739.64,16718.79,16731.9,1796.33833
83,1672677000000,16731.56,16738.55,16708.23,16710.88,2064.68177
84,1672678800000,16710.69,16718.35,16707.12,16718.26,1734.44565
85,1672680600000,16717.93,16723.0,16711.23,16715.42,1301.46928
86,1672682400000,16715.42,16716.99,16707.59,16711.8,1210.71342
87,1672684200000,16711.8,16731.71,16707.47,16723.81,1599.98058
88,1672686000000,16723.64,16728.75,16715.88,16717.02,1108.8814
89,1672687800000,16717.02,16738.22,16716.94,16737.56,1498.2261
90,1672689600000,16737.56,16738.23,16709.29,16729.44,1678.77624
91,1672691400000,16729.82,16734.0,16719.72,16728.52,1202.76274
92,1672693200000,16728.52,16735.82,16720.2,16727.83,1398.50846
93,1672695000000,16727.65,16799.23,16718.41,16757.76,2372.57068
94,1672696800000,16757.76,16763.78,16724.08,16725.97,1932.3447
95,1672698600000,16725.64,16728.66,16690.18,16698.4,3676.8063
96,1672700400000,16698.4,16722.98,16686.0,16710.46,3500.74778
97,1672702200000,16709.99,16713.78,16660.51,16672.87,3305.8055
98,1672704000000,16672.78,16693.0,16647.81,16682.79,3298.83443
99,1672705800000,16682.79,16706.14,16680.4,16695.59,2385.7804
100,1672707600000,16695.59,16696.04,16651.42,16660.27,3164.04431
101,1672709400000,16660.27,16681.75,16655.74,16677.6,2442.16339
102,1672711200000,16677.6,16688.53,16671.6,16675.5,2042.88663
103,1672713000000,16675.5,16685.37,16671.84,16674.03,2174.34821
104,1672714800000,16674.04,16692.31,16666.91,16685.26,2497.30675
105,1672716600000,16685.66,16700.28,16683.79,16691.81,2178.09184
106,1672718400000,16691.81,16699.63,16686.8,16693.03,1822.78022
107,1672720200000,16693.02,16694.99,16681.79,16685.64,1768.58796
108,1672722000000,16685.21,16707.0,16683.31,16693.55,2247.72695
109,1672723800000,16693.54,16727.72,16691.91,16725.5,2966.86763
110,1672725600000,16725.5,16760.42,16724.42,16759.25,3782.1112
111,1672727400000,16759.25,16778.4,16722.31,16727.58,3341.29299
112,1672729200000,16727.58,16731.83,16711.53,16716.18,2775.22511
113,1672731000000,16715.81,16732.64,16707.57,16729.74,2729.75127
114,1672732800000,16730.15,16735.84,16709.27,16719.53,3267.31778
115,1672734600000,16719.9,16721.41,16698.15,16715.22,3793.43391
116,1672736400000,16714.77,16735.64,16714.0,16727.38,3184.24531
117,1672738200000,16727.54,16766.0,16727.31,16741.31,3793.66134
118,1672740000000,16741.22,16749.1,16730.07,16735.88,3085.11721
119,1672741800000,16735.53,16741.94,16721.89,16724.32,2554.93069
120,1672743600000,16724.0,16731.24,16722.61,16727.29,2480.10082
121,1672745400000,16727.29,16737.58,16709.87,16721.03,3417.3567
122,1672747200000,16721.42,16728.02,16710.38,16718.98,3253.40348
123,1672749000000,16718.98,16726.32,16703.0,16710.85,3213.2324
124,1672750800000,16710.85,16734.89,16709.41,16718.44,4199.4761
125,1672752600000,16718.7,16739.93,16716.6,16725.53,3367.86583
126,1672754400000,16725.53,16747.89,16722.81,16742.3,4347.32187
127,1672756200000,16742.79,16773.0,16631.95,16661.23,11322.74579
128,1672758000000,16662.08,16683.45,16620.8,16647.29,7582.43942
129,1672759800000,16647.3,16681.26,16617.79,16676.94,4845.29893
130,1672761600000,16677.54,16688.2,16633.07,16652.47,5445.28404
131,1672763400000,16653.16,16665.47,16611.3,16622.58,4828.28485
132,1672765200000,16621.93,16644.0,16615.01,16625.38,3487.95079
133,1672767000000,16625.38,16639.9,16605.28,16633.65,3297.81985
134,1672768800000,16633.15,16653.53,16626.8,16651.22,2968.9329
135,1672770600000,16651.22,16653.48,16636.0,16645.08,2730.02648
136,1672772400000,16644.51,16648.43,16622.41,16634.27,3158.33709
137,1672774200000,16634.27,16657.54,16624.81,16643.37,3602.49675
138,1672776000000,16643.77,16680.44,16640.4,16659.61,4220.55811
139,1672777800000,16659.61,16671.37,16650.36,16661.37,2832.50313
140,1672779600000,16661.37,16671.3,16658.36,16668.48,2260.68608
141,1672781400000,16668.83,16685.73,16660.76,16664.63,2328.26536
142,1672783200000,16664.44,16669.0,16647.71,16662.27,1880.13639
143,1672785000000,16662.27,16680.37,16651.62,16677.11,1959.14494
144,1672786800000,16677.11,16695.0,16670.71,16676.96,3633.18907
145,1672788600000,16676.96,16679.95,16667.16,16675.18,1582.17463
146,1672790400000,16675.65,16677.15,16663.05,16675.14,2415.33629
147,1672792200000,16675.14,16676.58,16652.66,16660.53,2507.44389
148,1672794000000,16660.53,16737.23,16657.68,16711.5,5961.38171
149,1672795800000,16711.5,16727.1,16695.68,16701.97,3531.43033
150,1672797600000,16701.63,16726.94,16701.5,16718.76,3450.97516
151,1672799400000,16718.32,16754.52,16717.23,16736.52,5731.71514
152,1672801200000,16736.52,16854.7,16736.39,16802.9,11793.53805
153,1672803000000,16802.44,16877.65,16800.0,16862.02,6512.75197
154,1672804800000,16862.61,16910.98,16850.16,16850.43,6784.38558
155,1672806600000,16850.66,16878.77,16849.44,16860.5,3371.37866
156,1672808400000,16861.05,16867.22,16840.36,16852.75,3343.93017
157,1672810200000,16852.94,16860.5,16841.0,16857.57,2723.97023
158,1672812000000,16857.57,16866.11,16849.31,16861.76,3242.6128
159,1672813800000,16862.18,16880.0,16852.0,16878.18,3071.71038
160,1672815600000,16878.87,16891.27,16850.0,16857.53,3927.37884
161,1672817400000,16857.53,16879.0,16850.94,16869.44,3804.88644
162,1672819200000,16869.49,16919.0,16838.65,16849.46,6358.93151
163,1672821000000,16849.46,16874.87,16833.5,16864.95,4388.21053
164,1672822800000,16864.51,16869.7,16850.0,16855.42,3112.53615
165,1672824600000,16855.42,16864.67,16831.13,16844.91,4315.93971
166,1672826400000,16844.69,16847.0,16835.0,16845.1,2988.00675
167,1672828200000,16845.11,16848.06,16832.1,16844.92,3115.39046
168,1672830000000,16845.3,16854.0,16838.65,16847.78,3008.17305
169,1672831800000,16847.78,16854.24,16834.42,16835.35,3033.45188
170,1672833600000,16835.35,16845.41,16825.41,16839.69,3898.0414
171,1672835400000,16839.69,16846.95,16804.08,16812.19,4394.0682
172,1672837200000,16812.57,16837.34,16808.55,16825.72,3691.70485
173,1672839000000,16825.72,16831.47,16820.55,16828.2,2941.13183
174,1672840800000,16828.4,16829.89,16801.0,16816.54,4126.23566
175,1672842600000,16816.2,16863.09,16795.24,16830.12,7540.60588
176,1672844400000,16830.12,16848.84,16765.3,16818.27,8915.37664
177,1672846200000,16818.64,16858.51,16805.02,16854.05,5335.89507
178,1672848000000,16853.55,16897.0,16829.0,16866.91,5996.34956
179,1672849800000,16866.37,16883.42,16842.02,16858.85,4317.84101
180,1672851600000,16858.85,16878.99,16849.5,16874.88,3307.47454
181,1672853400000,16874.77,16940.0,16874.62,16893.24,7757.45127
182,1672855200000,16892.98,16929.88,16872.07,16918.51,5138.64453
183,1672857000000,16918.51,16985.91,16918.0,16948.04,6436.4783
184,1672858800000,16948.04,16991.87,16789.18,16812.4,13044.6932
185,1672860600000,16811.94,16845.85,16787.85,16842.36,6077.41935
186,1672862400000,16842.32,16852.23,16826.37,16837.12,4447.68176
187,1672864200000,16837.08,16840.75,16777.0,16806.49,6086.22291
188,1672866000000,16806.49,16827.44,16793.73,16827.4,2599.27777
189,1672867800000,16827.4,16832.73,16812.33,16826.81,1933.35186
190,1672869600000,16827.21,16831.25,16814.93,16826.69,1703.28378
191,1672871400000,16827.05,16853.71,16820.98,16826.68,2334.66547
192,1672873200000,16826.72,16855.84,16815.54,16852.42,3272.08631
193,1672875000000,16852.83,16869.56,16849.2,16850.36,2570.74179
194,1672876800000,16850.36,16878.18,16848.0,16866.0,3392.8209
195,1672878600000,16865.94,16866.93,16827.24,16828.45,3230.28848
196,1672880400000,16828.09,16838.23,16807.72,16833.7,3026.93819
197,1672882200000,16833.59,16849.99,16831.9,16832.9,2529.51387
198,1672884000000,16833.37,16837.71,16823.3,16828.59,2650.65914
199,1672885800000,16828.59,16844.44,16826.81,16836.8,1893.16407
200,1672887600000,16836.8,16838.57,16822.79,16828.32,2696.66402
201,1672889400000,16828.33,16831.39,16818.86,16827.71,2343.71854
202,1672891200000,16827.71,16836.5,16821.21,16830.82,2206.9279
203,1672893000000,16830.64,16842.85,16828.78,16836.41,2172.98034
204,1672894800000,16836.41,16849.37,16835.04,16843.13,2274.69706
